CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments
15137,89,11,"407,45",5,2,1,8,High-Value,Potential Loyalists
15138,434,2,"69,1",4,1,1,6,Mid-Value,Potential Loyalists
15142,496,6,"301,65",4,1,1,6,Mid-Value,Potential Loyalists
15143,587,2,"92,9",4,1,1,6,Mid-Value,Potential Loyalists
15144,448,1,"23,0",4,1,1,6,Mid-Value,Potential Loyalists
15147,1023,2,"83,2",3,1,1,5,Low-Value,At Risk Customers
15148,18,16,"867,85",5,3,2,10,High-Value,Champions
15151,1113,2,"485,45",2,1,1,4,Low-Value,Can't Lose
15153,759,4,"471,29999999999995",3,1,1,5,Low-Value,At Risk Customers
15154,833,1,"144,95",3,1,1,5,Low-Value,At Risk Customers
15155,25,3,"273,4",5,1,1,7,Mid-Value,Potential Loyalists
15156,516,3,"145,7",4,1,1,6,Mid-Value,Potential Loyalists
15159,1099,2,"202,89999999999998",2,1,1,4,Low-Value,Can't Lose
15160,13,2,"270,1",5,1,1,7,Mid-Value,Potential Loyalists
15162,18,6,"365,9",5,1,1,7,Mid-Value,Potential Loyalists
15163,267,3,"117,0",5,1,1,7,Mid-Value,Potential Loyalists
15164,14,4,"118,05",5,1,1,7,Mid-Value,Potential Loyalists
15165,983,2,"65,2",3,1,1,5,Low-Value,At Risk Customers
15167,1117,1,"7,8",2,1,1,4,Low-Value,Can't Lose
15168,804,2,"164,5",3,1,1,5,Low-Value,At Risk Customers
15171,384,2,"95,5",4,1,1,6,Mid-Value,Potential Loyalists
15172,1218,1,"204,0",2,1,1,4,Low-Value,Can't Lose
15174,1552,1,"241,0",1,1,1,3,Low-Value,Lost
15178,1107,2,"51,85",2,1,1,4,Low-Value,Can't Lose
15183,427,3,"134,5",4,1,1,6,Mid-Value,Potential Loyalists
15184,206,7,"1125,3",5,2,2,9,High-Value,Champions
15185,419,4,"115,0",4,1,1,6,Mid-Value,Potential Loyalists
15188,24,2,"196,39999999999998",5,1,1,7,Mid-Value,Potential Loyalists
15190,1229,1,"261,1",2,1,1,4,Low-Value,Can't Lose
15192,43,1,"5,75",5,1,1,7,Mid-Value,Potential Loyalists
15193,1375,1,"64,5",2,1,1,4,Low-Value,Can't Lose
15194,938,3,"70,15",3,1,1,5,Low-Value,At Risk Customers
15195,273,3,"167,2",5,1,1,7,Mid-Value,Potential Loyalists
15197,1123,2,"193,25",2,1,1,4,Low-Value,Can't Lose
15198,1611,1,"304,5",1,1,1,3,Low-Value,Lost
15200,36,4,"82,45",5,1,1,7,Mid-Value,Potential Loyalists
15201,153,4,"353,95",5,1,1,7,Mid-Value,Potential Loyalists
15203,145,4,"241,10000000000002",5,1,1,7,Mid-Value,Potential Loyalists
15206,238,6,"314,65000000000003",5,1,1,7,Mid-Value,Potential Loyalists
15207,306,2,"10,6",5,1,1,7,Mid-Value,Potential Loyalists
15208,228,3,"190,39999999999998",5,1,1,7,Mid-Value,Potential Loyalists
15211,1145,5,"147,75",2,1,1,4,Low-Value,Can't Lose
15212,451,2,"79,95",4,1,1,6,Mid-Value,Potential Loyalists
15213,252,7,"159,25",5,2,1,8,High-Value,Potential Loyalists
15214,417,5,"290,7",4,1,1,6,Mid-Value,Potential Loyalists
15217,7,5,"308,45",5,1,1,7,Mid-Value,Potential Loyalists
15218,297,2,"30,05",5,1,1,7,Mid-Value,Potential Loyalists
15219,860,2,"33,3",3,1,1,5,Low-Value,At Risk Customers
15221,585,6,"241,85",4,1,1,6,Mid-Value,Potential Loyalists
15223,179,4,"67,3",5,1,1,7,Mid-Value,Potential Loyalists
15224,1199,2,"45,25",2,1,1,4,Low-Value,Can't Lose
15226,314,2,"38,8",5,1,1,7,Mid-Value,Potential Loyalists
15227,115,1,"11,05",5,1,1,7,Mid-Value,Potential Loyalists
15229,691,2,"105,25",4,1,1,6,Mid-Value,Potential Loyalists
15230,665,1,"135,0",4,1,1,6,Mid-Value,Potential Loyalists
15231,603,3,"61,25",4,1,1,6,Mid-Value,Potential Loyalists
15232,12,5,"287,4",5,1,1,7,Mid-Value,Potential Loyalists
15233,988,1,"9,45",3,1,1,5,Low-Value,At Risk Customers
15234,978,2,"48,3",3,1,1,5,Low-Value,At Risk Customers
15236,1538,2,"110,69999999999999",1,1,1,3,Low-Value,Lost
15237,83,5,"204,25",5,1,1,7,Mid-Value,Potential Loyalists
15238,1198,1,"11,0",2,1,1,4,Low-Value,Can't Lose
15239,517,1,"5,5",4,1,1,6,Mid-Value,Potential Loyalists
15241,159,1,"4,4",5,1,1,7,Mid-Value,Potential Loyalists
15244,769,2,"63,099999999999994",3,1,1,5,Low-Value,At Risk Customers
15247,1624,1,"23,4",1,1,1,3,Low-Value,Lost
15248,981,1,"24,5",3,1,1,5,Low-Value,At Risk Customers
15249,392,3,"273,2",4,1,1,6,Mid-Value,Potential Loyalists
15250,1222,4,"323,7",2,1,1,4,Low-Value,Can't Lose
15251,293,3,"150,89999999999998",5,1,1,7,Mid-Value,Potential Loyalists
15252,855,3,"222,3",3,1,1,5,Low-Value,At Risk Customers
15253,554,3,"430,84999999999997",4,1,1,6,Mid-Value,Potential Loyalists
15254,455,9,"732,8499999999999",4,2,2,8,High-Value,Potential Loyalists
15257,1046,1,"160,6",3,1,1,5,Low-Value,At Risk Customers
15259,1028,2,"172,8",3,1,1,5,Low-Value,At Risk Customers
15261,1180,1,"234,45000000000002",2,1,1,4,Low-Value,Can't Lose
15262,1204,1,"28,75",2,1,1,4,Low-Value,Can't Lose
15264,378,7,"419,35",4,2,1,7,Mid-Value,Potential Loyalists
15267,85,2,"289,3",5,1,1,7,Mid-Value,Potential Loyalists
15270,54,4,"449,2",5,1,1,7,Mid-Value,Potential Loyalists
15272,701,3,"87,85",4,1,1,6,Mid-Value,Potential Loyalists
15275,762,3,"56,3",3,1,1,5,Low-Value,At Risk Customers
15276,757,5,"249,3",3,1,1,5,Low-Value,At Risk Customers
15278,795,1,"21,5",3,1,1,5,Low-Value,At Risk Customers
15279,378,2,"173,4",4,1,1,6,Mid-Value,Potential Loyalists
15280,378,1,"10,0",4,1,1,6,Mid-Value,Potential Loyalists
15281,1253,2,"143,1",2,1,1,4,Low-Value,Can't Lose
15283,249,4,"182,75",5,1,1,7,Mid-Value,Potential Loyalists
15284,13,1,"5,8",5,1,1,7,Mid-Value,Potential Loyalists
15285,70,6,"101,15",5,1,1,7,Mid-Value,Potential Loyalists
15286,179,4,"298,90000000000003",5,1,1,7,Mid-Value,Potential Loyalists
15287,54,7,"199,3",5,2,1,8,High-Value,Potential Loyalists
15288,1523,1,"38,35",1,1,1,3,Low-Value,Lost
15289,27,6,"1084,25",5,1,2,8,High-Value,Potential Loyalists
15290,497,1,"160,4",4,1,1,6,Mid-Value,Potential Loyalists
15292,286,1,"136,4",5,1,1,7,Mid-Value,Potential Loyalists
15293,885,2,"44,9",3,1,1,5,Low-Value,At Risk Customers
15294,646,1,"57,05",4,1,1,6,Mid-Value,Potential Loyalists
15296,63,7,"148,25",5,2,1,8,High-Value,Potential Loyalists
15297,1481,2,"79,05",1,1,1,3,Low-Value,Lost
15298,722,1,"49,4",4,1,1,6,Mid-Value,Potential Loyalists
15300,38,2,"153,42999999999998",5,1,1,7,Mid-Value,Potential Loyalists
15301,43,11,"259,05",5,2,1,8,High-Value,Potential Loyalists
15302,120,1,"86,1",5,1,1,7,Mid-Value,Potential Loyalists
15303,270,2,"85,6",5,1,1,7,Mid-Value,Potential Loyalists
15306,154,5,"193,15",5,1,1,7,Mid-Value,Potential Loyalists
15308,196,4,"261,4",5,1,1,7,Mid-Value,Potential Loyalists
15310,1019,2,"39,3",3,1,1,5,Low-Value,At Risk Customers
15311,148,12,"597,65",5,3,1,9,High-Value,Champions
15312,901,3,"432,6",3,1,1,5,Low-Value,At Risk Customers
15314,122,7,"152,89999999999998",5,2,1,8,High-Value,Potential Loyalists
15316,15,1,"14,5",5,1,1,7,Mid-Value,Potential Loyalists
15317,103,5,"85,3",5,1,1,7,Mid-Value,Potential Loyalists
15318,644,1,"75,8",4,1,1,6,Mid-Value,Potential Loyalists
15319,5,4,"269,76",5,1,1,7,Mid-Value,Potential Loyalists
15322,23,2,"219,9",5,1,1,7,Mid-Value,Potential Loyalists
15324,21,7,"525,85",5,2,1,8,High-Value,Potential Loyalists
15325,241,5,"224,0",5,1,1,7,Mid-Value,Potential Loyalists
15326,768,3,"295,6",3,1,1,5,Low-Value,At Risk Customers
15327,1364,2,"84,1",2,1,1,4,Low-Value,Can't Lose
15328,896,1,"46,3",3,1,1,5,Low-Value,At Risk Customers
15329,24,7,"1011,05",5,2,2,9,High-Value,Champions
15330,4,3,"476,55",5,1,1,7,Mid-Value,Potential Loyalists
15332,323,3,"325,85",5,1,1,7,Mid-Value,Potential Loyalists
15333,145,6,"668,8",5,1,2,8,High-Value,Potential Loyalists
15335,878,5,"306,85",3,1,1,5,Low-Value,At Risk Customers
15337,566,4,"144,0",4,1,1,6,Mid-Value,Potential Loyalists
15338,305,4,"88,15",5,1,1,7,Mid-Value,Potential Loyalists
15340,0,5,"622,4",5,1,1,7,Mid-Value,Potential Loyalists
15341,490,1,"27,900000000000002",4,1,1,6,Mid-Value,Potential Loyalists
15342,1613,1,"16,35",1,1,1,3,Low-Value,Lost
15343,1466,1,"17,5",1,1,1,3,Low-Value,Lost
15344,192,3,"188,95000000000002",5,1,1,7,Mid-Value,Potential Loyalists
15345,509,3,"139,7",4,1,1,6,Mid-Value,Potential Loyalists
15346,218,10,"616,95",5,2,1,8,High-Value,Potential Loyalists
15347,925,4,"424,45",3,1,1,5,Low-Value,At Risk Customers
15348,499,3,"45,2",4,1,1,6,Mid-Value,Potential Loyalists
15350,948,2,"24,049999999999997",3,1,1,5,Low-Value,At Risk Customers
15351,188,4,"244,85000000000002",5,1,1,7,Mid-Value,Potential Loyalists
15352,569,2,"389,35",4,1,1,6,Mid-Value,Potential Loyalists
15353,28,5,"377,6",5,1,1,7,Mid-Value,Potential Loyalists
15354,11,3,"88,0",5,1,1,7,Mid-Value,Potential Loyalists
15355,1468,4,"138,4",1,1,1,3,Low-Value,Lost
15357,769,7,"513,1",3,2,1,6,Mid-Value,Potential Loyalists
15358,12,2,"24,5",5,1,1,7,Mid-Value,Potential Loyalists
15360,65,3,"67,65",5,1,1,7,Mid-Value,Potential Loyalists
15361,1043,3,"201,25",3,1,1,5,Low-Value,At Risk Customers
15362,138,3,"318,7",5,1,1,7,Mid-Value,Potential Loyalists
15364,104,5,"349,2",5,1,1,7,Mid-Value,Potential Loyalists
15365,831,1,"82,2",3,1,1,5,Low-Value,At Risk Customers
15366,1389,2,"129,8",2,1,1,4,Low-Value,Can't Lose
15367,164,4,"129,6",5,1,1,7,Mid-Value,Potential Loyalists
15372,295,1,"35,1",5,1,1,7,Mid-Value,Potential Loyalists
15373,80,6,"662,85",5,1,1,7,Mid-Value,Potential Loyalists
15374,16,3,"170,95",5,1,1,7,Mid-Value,Potential Loyalists
15375,10,14,"1188,2",5,3,2,10,High-Value,Champions
15376,736,6,"650,35",3,1,1,5,Low-Value,At Risk Customers
15377,429,6,"714,45",4,1,2,7,Mid-Value,Potential Loyalists
15378,125,8,"567,3",5,2,1,8,High-Value,Potential Loyalists
15382,1523,1,"16,5",1,1,1,3,Low-Value,Lost
15384,955,2,"69,25",3,1,1,5,Low-Value,At Risk Customers
15386,1309,2,"175,95000000000002",2,1,1,4,Low-Value,Can't Lose
