CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments
77685,467,1,"9,25",4,1,1,6,Mid-Value,Potential Loyalists
77689,812,2,"35,05",3,1,1,5,Low-Value,At Risk Customers
77690,19,10,"687,5999999999999",5,2,2,9,High-Value,Champions
77691,444,3,"138,45",4,1,1,6,Mid-Value,Potential Loyalists
77693,445,6,"552,25",4,1,1,6,Mid-Value,Potential Loyalists
77694,1100,5,"266,85",2,1,1,4,Low-Value,Can't Lose
77696,257,2,"393,34999999999997",5,1,1,7,Mid-Value,Potential Loyalists
77697,65,3,"91,94999999999999",5,1,1,7,Mid-Value,Potential Loyalists
77698,102,5,"182,2",5,1,1,7,Mid-Value,Potential Loyalists
77702,1197,1,"13,95",2,1,1,4,Low-Value,Can't Lose
77705,652,3,"246,4",4,1,1,6,Mid-Value,Potential Loyalists
77706,1313,1,"15,4",2,1,1,4,Low-Value,Can't Lose
77709,766,5,"156,85",3,1,1,5,Low-Value,At Risk Customers
77710,3,6,"619,6999999999999",5,1,1,7,Mid-Value,Potential Loyalists
77711,858,1,"26,3",3,1,1,5,Low-Value,At Risk Customers
77712,784,5,"170,05",3,1,1,5,Low-Value,At Risk Customers
77714,59,6,"256,95",5,1,1,7,Mid-Value,Potential Loyalists
77716,596,1,"227,70000000000002",4,1,1,6,Mid-Value,Potential Loyalists
77717,87,6,"375,0",5,1,1,7,Mid-Value,Potential Loyalists
77719,829,1,"199,0",3,1,1,5,Low-Value,At Risk Customers
77720,1400,1,"14,95",2,1,1,4,Low-Value,Can't Lose
77722,371,1,"23,9",4,1,1,6,Mid-Value,Potential Loyalists
77725,21,8,"429,95",5,2,1,8,High-Value,Potential Loyalists
77727,175,5,"527,7",5,1,1,7,Mid-Value,Potential Loyalists
77729,1042,1,"79,0",3,1,1,5,Low-Value,At Risk Customers
77730,1668,1,"47,4",1,1,1,3,Low-Value,Lost
77731,920,4,"117,4",3,1,1,5,Low-Value,At Risk Customers
77732,762,2,"101,05000000000001",3,1,1,5,Low-Value,At Risk Customers
77733,126,3,"216,25",5,1,1,7,Mid-Value,Potential Loyalists
77736,241,1,"29,6",5,1,1,7,Mid-Value,Potential Loyalists
77737,1686,1,"13,0",1,1,1,3,Low-Value,Lost
77738,402,2,"59,3",4,1,1,6,Mid-Value,Potential Loyalists
77740,417,1,"5,75",4,1,1,6,Mid-Value,Potential Loyalists
77741,129,5,"186,10000000000002",5,1,1,7,Mid-Value,Potential Loyalists
77742,12,4,"115,05",5,1,1,7,Mid-Value,Potential Loyalists
77745,63,6,"481,7",5,1,1,7,Mid-Value,Potential Loyalists
77746,140,3,"227,15",5,1,1,7,Mid-Value,Potential Loyalists
77748,90,4,"148,25",5,1,1,7,Mid-Value,Potential Loyalists
77751,917,2,"42,900000000000006",3,1,1,5,Low-Value,At Risk Customers
77753,24,7,"1091,2",5,2,2,9,High-Value,Champions
77754,811,6,"389,2",3,1,1,5,Low-Value,At Risk Customers
77756,672,2,"275,5",4,1,1,6,Mid-Value,Potential Loyalists
77757,113,8,"190,4",5,2,1,8,High-Value,Potential Loyalists
77759,171,4,"163,25",5,1,1,7,Mid-Value,Potential Loyalists
77762,948,2,"33,3",3,1,1,5,Low-Value,At Risk Customers
77763,747,4,"657,75",3,1,1,5,Low-Value,At Risk Customers
77765,1535,3,"163,9",1,1,1,3,Low-Value,Lost
77766,1404,4,"104,65",2,1,1,4,Low-Value,Can't Lose
77768,290,1,"9,2",5,1,1,7,Mid-Value,Potential Loyalists
77769,14,6,"280,25",5,1,1,7,Mid-Value,Potential Loyalists
77770,139,1,"146,10000000000002",5,1,1,7,Mid-Value,Potential Loyalists
77772,1534,1,"3,6",1,1,1,3,Low-Value,Lost
77773,31,5,"289,5",5,1,1,7,Mid-Value,Potential Loyalists
77774,28,3,"209,95",5,1,1,7,Mid-Value,Potential Loyalists
77775,709,2,"83,4",4,1,1,6,Mid-Value,Potential Loyalists
77777,88,4,"215,35",5,1,1,7,Mid-Value,Potential Loyalists
77779,97,5,"216,9",5,1,1,7,Mid-Value,Potential Loyalists
77780,809,2,"172,75",3,1,1,5,Low-Value,At Risk Customers
77782,516,3,"49,650000000000006",4,1,1,6,Mid-Value,Potential Loyalists
77784,151,2,"128,0",5,1,1,7,Mid-Value,Potential Loyalists
77785,395,1,"161,0",4,1,1,6,Mid-Value,Potential Loyalists
77786,774,2,"17,35",3,1,1,5,Low-Value,At Risk Customers
77787,245,4,"303,6",5,1,1,7,Mid-Value,Potential Loyalists
77789,164,1,"512,9",5,1,1,7,Mid-Value,Potential Loyalists
77790,973,3,"118,75",3,1,1,5,Low-Value,At Risk Customers
77791,100,7,"516,85",5,2,1,8,High-Value,Potential Loyalists
77793,651,1,"8,0",4,1,1,6,Mid-Value,Potential Loyalists
77796,573,7,"441,0",4,2,1,7,Mid-Value,Potential Loyalists
77797,23,8,"641,0",5,2,1,8,High-Value,Potential Loyalists
77800,60,3,"201,89999999999998",5,1,1,7,Mid-Value,Potential Loyalists
77801,1639,1,"47,45",1,1,1,3,Low-Value,Lost
77802,1123,2,"120,69999999999999",2,1,1,4,Low-Value,Can't Lose
77806,845,1,"7,25",3,1,1,5,Low-Value,At Risk Customers
77812,362,2,"16,15",5,1,1,7,Mid-Value,Potential Loyalists
77813,2,2,"99,1",5,1,1,7,Mid-Value,Potential Loyalists
77814,92,3,"69,0",5,1,1,7,Mid-Value,Potential Loyalists
77815,170,2,"193,3",5,1,1,7,Mid-Value,Potential Loyalists
77817,1216,2,"51,8",2,1,1,4,Low-Value,Can't Lose
77818,719,3,"84,45",4,1,1,6,Mid-Value,Potential Loyalists
77819,152,3,"77,55",5,1,1,7,Mid-Value,Potential Loyalists
77821,840,4,"62,800000000000004",3,1,1,5,Low-Value,At Risk Customers
77826,352,3,"208,3",5,1,1,7,Mid-Value,Potential Loyalists
77827,242,3,"129,8",5,1,1,7,Mid-Value,Potential Loyalists
77828,23,4,"96,7",5,1,1,7,Mid-Value,Potential Loyalists
77831,1120,1,"132,2",2,1,1,4,Low-Value,Can't Lose
77832,272,6,"222,5",5,1,1,7,Mid-Value,Potential Loyalists
77833,185,2,"46,3",5,1,1,7,Mid-Value,Potential Loyalists
77834,783,2,"126,35",3,1,1,5,Low-Value,At Risk Customers
77835,148,4,"428,54999999999995",5,1,1,7,Mid-Value,Potential Loyalists
77836,1152,1,"39,1",2,1,1,4,Low-Value,Can't Lose
77837,219,1,"11,0",5,1,1,7,Mid-Value,Potential Loyalists
77839,530,5,"553,3499999999999",4,1,1,6,Mid-Value,Potential Loyalists
77841,107,9,"377,85",5,2,1,8,High-Value,Potential Loyalists
77846,567,2,"219,3",4,1,1,6,Mid-Value,Potential Loyalists
77849,522,2,"163,10000000000002",4,1,1,6,Mid-Value,Potential Loyalists
77850,530,4,"204,35",4,1,1,6,Mid-Value,Potential Loyalists
77852,154,5,"117,7",5,1,1,7,Mid-Value,Potential Loyalists
77853,658,4,"503,75",4,1,1,6,Mid-Value,Potential Loyalists
77854,963,2,"315,6",3,1,1,5,Low-Value,At Risk Customers
77855,537,5,"149,65",4,1,1,6,Mid-Value,Potential Loyalists
77856,1432,1,"11,0",2,1,1,4,Low-Value,Can't Lose
77861,196,1,"18,2",5,1,1,7,Mid-Value,Potential Loyalists
77863,381,10,"465,3",4,2,1,7,Mid-Value,Potential Loyalists
77864,25,8,"340,15",5,2,1,8,High-Value,Potential Loyalists
77866,372,1,"80,5",4,1,1,6,Mid-Value,Potential Loyalists
77869,421,3,"72,1",4,1,1,6,Mid-Value,Potential Loyalists
77870,77,6,"490,35",5,1,1,7,Mid-Value,Potential Loyalists
77871,224,2,"50,800000000000004",5,1,1,7,Mid-Value,Potential Loyalists
77872,32,6,"327,79999999999995",5,1,1,7,Mid-Value,Potential Loyalists
77873,139,2,"42,7",5,1,1,7,Mid-Value,Potential Loyalists
77875,129,4,"346,1",5,1,1,7,Mid-Value,Potential Loyalists
77877,253,5,"225,85",5,1,1,7,Mid-Value,Potential Loyalists
77878,305,2,"197,05",5,1,1,7,Mid-Value,Potential Loyalists
77879,202,2,"93,4",5,1,1,7,Mid-Value,Potential Loyalists
77880,784,2,"118,9",3,1,1,5,Low-Value,At Risk Customers
77882,827,1,"9,05",3,1,1,5,Low-Value,At Risk Customers
77883,1267,1,"63,1",2,1,1,4,Low-Value,Can't Lose
77884,1339,3,"231,5",2,1,1,4,Low-Value,Can't Lose
77886,1543,3,"54,25",1,1,1,3,Low-Value,Lost
77887,286,1,"23,1",5,1,1,7,Mid-Value,Potential Loyalists
77888,159,8,"764,4",5,2,2,9,High-Value,Champions
77891,1575,1,"15,6",1,1,1,3,Low-Value,Lost
77892,113,3,"231,4",5,1,1,7,Mid-Value,Potential Loyalists
77893,1131,2,"20,95",2,1,1,4,Low-Value,Can't Lose
77895,833,2,"129,55",3,1,1,5,Low-Value,At Risk Customers
77896,57,4,"228,85",5,1,1,7,Mid-Value,Potential Loyalists
77897,1123,4,"470,44999999999993",2,1,1,4,Low-Value,Can't Lose
77898,508,1,"14,6",4,1,1,6,Mid-Value,Potential Loyalists
77899,561,1,"24,900000000000002",4,1,1,6,Mid-Value,Potential Loyalists
77901,320,1,"16,15",5,1,1,7,Mid-Value,Potential Loyalists
77903,500,7,"317,8",4,2,1,7,Mid-Value,Potential Loyalists
77904,222,1,"147,7",5,1,1,7,Mid-Value,Potential Loyalists
77905,77,4,"224,29999999999998",5,1,1,7,Mid-Value,Potential Loyalists
77906,634,1,"94,05",4,1,1,6,Mid-Value,Potential Loyalists
77907,22,6,"452,90000000000003",5,1,1,7,Mid-Value,Potential Loyalists
77908,66,3,"107,44999999999999",5,1,1,7,Mid-Value,Potential Loyalists
77909,442,6,"236,60000000000002",4,1,1,6,Mid-Value,Potential Loyalists
77911,1441,1,"5,3",2,1,1,4,Low-Value,Can't Lose
77912,1173,1,"19,25",2,1,1,4,Low-Value,Can't Lose
77913,897,1,"48,0",3,1,1,5,Low-Value,At Risk Customers
77914,1497,3,"141,45",1,1,1,3,Low-Value,Lost
77920,483,3,"173,7",4,1,1,6,Mid-Value,Potential Loyalists
77921,382,3,"564,15",4,1,1,6,Mid-Value,Potential Loyalists
77922,679,7,"281,2",4,2,1,7,Mid-Value,Potential Loyalists
77926,167,3,"129,9",5,1,1,7,Mid-Value,Potential Loyalists
77928,1194,1,"61,5",2,1,1,4,Low-Value,Can't Lose
77930,38,2,"115,45",5,1,1,7,Mid-Value,Potential Loyalists
77931,582,2,"165,0",4,1,1,6,Mid-Value,Potential Loyalists
77932,101,1,"20,75",5,1,1,7,Mid-Value,Potential Loyalists
77933,201,5,"61,75",5,1,1,7,Mid-Value,Potential Loyalists
77941,337,2,"130,6",5,1,1,7,Mid-Value,Potential Loyalists
77942,156,1,"32,1",5,1,1,7,Mid-Value,Potential Loyalists
77943,1285,4,"295,9",2,1,1,4,Low-Value,Can't Lose
77945,605,5,"419,25",4,1,1,6,Mid-Value,Potential Loyalists
77948,32,4,"384,3",5,1,1,7,Mid-Value,Potential Loyalists
77949,877,1,"13,350000000000001",3,1,1,5,Low-Value,At Risk Customers
77950,288,6,"238,25",5,1,1,7,Mid-Value,Potential Loyalists
77952,382,3,"261,9",4,1,1,6,Mid-Value,Potential Loyalists
77953,127,11,"365,45",5,2,1,8,High-Value,Potential Loyalists
77954,465,5,"150,0",4,1,1,6,Mid-Value,Potential Loyalists
77956,94,1,"18,2",5,1,1,7,Mid-Value,Potential Loyalists
77959,666,3,"329,15000000000003",4,1,1,6,Mid-Value,Potential Loyalists
77960,73,3,"127,5",5,1,1,7,Mid-Value,Potential Loyalists
77961,768,4,"333,4",3,1,1,5,Low-Value,At Risk Customers
77962,1077,3,"100,69999999999999",3,1,1,5,Low-Value,At Risk Customers
77964,997,2,"82,5",3,1,1,5,Low-Value,At Risk Customers
77966,644,1,"135,0",4,1,1,6,Mid-Value,Potential Loyalists
77968,350,3,"215,25",5,1,1,7,Mid-Value,Potential Loyalists
77969,188,1,"57,6",5,1,1,7,Mid-Value,Potential Loyalists
77973,73,1,"47,0",5,1,1,7,Mid-Value,Potential Loyalists
77974,1218,1,"47,7",2,1,1,4,Low-Value,Can't Lose
77976,122,1,"129,9",5,1,1,7,Mid-Value,Potential Loyalists
77977,404,1,"25,1",4,1,1,6,Mid-Value,Potential Loyalists
77978,386,5,"475,35",4,1,1,6,Mid-Value,Potential Loyalists
77980,1504,2,"28,0",1,1,1,3,Low-Value,Lost
77981,176,1,"37,5",5,1,1,7,Mid-Value,Potential Loyalists
77983,315,3,"196,95",5,1,1,7,Mid-Value,Potential Loyalists
77984,172,1,"338,1",5,1,1,7,Mid-Value,Potential Loyalists
77987,853,4,"221,45",3,1,1,5,Low-Value,At Risk Customers
77988,1302,1,"58,55",2,1,1,4,Low-Value,Can't Lose
77989,106,1,"204,9",5,1,1,7,Mid-Value,Potential Loyalists
77990,514,2,"168,0",4,1,1,6,Mid-Value,Potential Loyalists
77991,981,2,"89,75",3,1,1,5,Low-Value,At Risk Customers
77994,798,5,"152,6",3,1,1,5,Low-Value,At Risk Customers
77995,149,4,"306,9",5,1,1,7,Mid-Value,Potential Loyalists
77998,943,2,"69,0",3,1,1,5,Low-Value,At Risk Customers
77999,415,2,"124,3",4,1,1,6,Mid-Value,Potential Loyalists
78000,1429,1,"73,85",2,1,1,4,Low-Value,Can't Lose
78001,104,5,"240,05",5,1,1,7,Mid-Value,Potential Loyalists
78002,1044,1,"18,2",3,1,1,5,Low-Value,At Risk Customers
78003,379,5,"270,15",4,1,1,6,Mid-Value,Potential Loyalists
78004,415,3,"193,04999999999998",4,1,1,6,Mid-Value,Potential Loyalists
78005,29,2,"70,25",5,1,1,7,Mid-Value,Potential Loyalists
78006,1239,1,"32,9",2,1,1,4,Low-Value,Can't Lose
78010,27,1,"15,8",5,1,1,7,Mid-Value,Potential Loyalists
78011,24,6,"473,2",5,1,1,7,Mid-Value,Potential Loyalists
78012,70,1,"28,85",5,1,1,7,Mid-Value,Potential Loyalists
78014,981,1,"14,35",3,1,1,5,Low-Value,At Risk Customers
78015,110,16,"975,65",5,3,2,10,High-Value,Champions
78016,1597,1,"43,7",1,1,1,3,Low-Value,Lost
78017,1388,1,"79,85",2,1,1,4,Low-Value,Can't Lose
78018,1323,1,"9,4",2,1,1,4,Low-Value,Can't Lose
78020,716,2,"74,2",4,1,1,6,Mid-Value,Potential Loyalists
78021,384,7,"765,4",4,2,2,8,High-Value,Potential Loyalists
78022,1112,4,"56,150000000000006",2,1,1,4,Low-Value,Can't Lose
78023,559,1,"35,9",4,1,1,6,Mid-Value,Potential Loyalists
78025,1005,1,"22,6",3,1,1,5,Low-Value,At Risk Customers
78026,208,1,"341,4",5,1,1,7,Mid-Value,Potential Loyalists
78028,291,3,"267,59999999999997",5,1,1,7,Mid-Value,Potential Loyalists
78029,10,7,"424,54999999999995",5,2,1,8,High-Value,Potential Loyalists
78033,1667,1,"123,2",1,1,1,3,Low-Value,Lost
78035,1425,3,"50,150000000000006",2,1,1,4,Low-Value,Can't Lose
78037,505,3,"177,6",4,1,1,6,Mid-Value,Potential Loyalists
78039,600,3,"132,8",4,1,1,6,Mid-Value,Potential Loyalists
78042,1484,1,"118,05",1,1,1,3,Low-Value,Lost
78043,62,4,"111,75",5,1,1,7,Mid-Value,Potential Loyalists
78044,162,6,"273,65000000000003",5,1,1,7,Mid-Value,Potential Loyalists
78046,357,1,"39,25",5,1,1,7,Mid-Value,Potential Loyalists
78047,201,4,"185,85",5,1,1,7,Mid-Value,Potential Loyalists
78049,704,4,"194,5",4,1,1,6,Mid-Value,Potential Loyalists
78050,329,1,"20,0",5,1,1,7,Mid-Value,Potential Loyalists
78051,39,1,"14,0",5,1,1,7,Mid-Value,Potential Loyalists
78052,117,1,"4,65",5,1,1,7,Mid-Value,Potential Loyalists
78054,369,2,"97,7",4,1,1,6,Mid-Value,Potential Loyalists
78055,1174,1,"24,5",2,1,1,4,Low-Value,Can't Lose
78056,237,4,"293,1",5,1,1,7,Mid-Value,Potential Loyalists
78059,122,3,"95,4",5,1,1,7,Mid-Value,Potential Loyalists
78061,1477,1,"22,1",1,1,1,3,Low-Value,Lost
78062,1160,2,"108,55",2,1,1,4,Low-Value,Can't Lose
78063,1051,5,"462,04999999999995",3,1,1,5,Low-Value,At Risk Customers
78065,175,1,"101,8",5,1,1,7,Mid-Value,Potential Loyalists
78067,171,6,"183,95",5,1,1,7,Mid-Value,Potential Loyalists
78068,608,6,"340,3",4,1,1,6,Mid-Value,Potential Loyalists
78071,17,8,"337,3",5,2,1,8,High-Value,Potential Loyalists
78072,1498,1,"25,15",1,1,1,3,Low-Value,Lost
78073,1088,1,"45,6",3,1,1,5,Low-Value,At Risk Customers
78074,3,4,"175,6",5,1,1,7,Mid-Value,Potential Loyalists
78075,390,4,"89,35000000000001",4,1,1,6,Mid-Value,Potential Loyalists
78077,7,7,"431,55",5,2,1,8,High-Value,Potential Loyalists
78079,482,4,"120,95",4,1,1,6,Mid-Value,Potential Loyalists
78080,1446,1,"42,2",2,1,1,4,Low-Value,Can't Lose
78081,396,2,"117,35",4,1,1,6,Mid-Value,Potential Loyalists
78085,656,3,"177,7",4,1,1,6,Mid-Value,Potential Loyalists
78086,291,1,"2,75",5,1,1,7,Mid-Value,Potential Loyalists
78087,296,1,"13,85",5,1,1,7,Mid-Value,Potential Loyalists
78089,389,4,"345,75",4,1,1,6,Mid-Value,Potential Loyalists
78090,478,3,"349,85",4,1,1,6,Mid-Value,Potential Loyalists
78091,202,2,"18,6",5,1,1,7,Mid-Value,Potential Loyalists
78092,831,2,"53,150000000000006",3,1,1,5,Low-Value,At Risk Customers
78094,577,6,"316,7",4,1,1,6,Mid-Value,Potential Loyalists
78096,1613,1,"23,4",1,1,1,3,Low-Value,Lost
78100,126,4,"257,7",5,1,1,7,Mid-Value,Potential Loyalists
78101,577,5,"193,75",4,1,1,6,Mid-Value,Potential Loyalists
78103,984,1,"30,5",3,1,1,5,Low-Value,At Risk Customers
78104,308,3,"48,7",5,1,1,7,Mid-Value,Potential Loyalists
78105,4,2,"887,45",5,1,2,8,High-Value,Potential Loyalists
78106,866,3,"62,150000000000006",3,1,1,5,Low-Value,At Risk Customers
78107,1212,2,"69,75",2,1,1,4,Low-Value,Can't Lose
78109,1353,1,"18,3",2,1,1,4,Low-Value,Can't Lose
78112,1562,1,"14,15",1,1,1,3,Low-Value,Lost
78115,952,3,"198,65",3,1,1,5,Low-Value,At Risk Customers
78116,363,2,"82,1",5,1,1,7,Mid-Value,Potential Loyalists
78117,4,7,"368,3",5,2,1,8,High-Value,Potential Loyalists
78118,36,4,"124,5",5,1,1,7,Mid-Value,Potential Loyalists
78119,1525,1,"11,45",1,1,1,3,Low-Value,Lost
78120,612,3,"627,3",4,1,1,6,Mid-Value,Potential Loyalists
78122,31,1,"59,9",5,1,1,7,Mid-Value,Potential Loyalists
78124,84,2,"112,25",5,1,1,7,Mid-Value,Potential Loyalists
78125,650,2,"114,25",4,1,1,6,Mid-Value,Potential Loyalists
78128,20,3,"126,3",5,1,1,7,Mid-Value,Potential Loyalists
78130,582,2,"50,349999999999994",4,1,1,6,Mid-Value,Potential Loyalists
78131,676,4,"124,2",4,1,1,6,Mid-Value,Potential Loyalists
78132,854,5,"573,75",3,1,1,5,Low-Value,At Risk Customers
78133,1176,1,"13,65",2,1,1,4,Low-Value,Can't Lose
78134,984,1,"80,45",3,1,1,5,Low-Value,At Risk Customers
78135,1655,1,"40,5",1,1,1,3,Low-Value,Lost
78138,815,1,"13,3",3,1,1,5,Low-Value,At Risk Customers
78139,1669,1,"78,4",1,1,1,3,Low-Value,Lost
78140,892,2,"185,15",3,1,1,5,Low-Value,At Risk Customers
78141,1006,2,"66,45",3,1,1,5,Low-Value,At Risk Customers
78142,290,9,"591,8",5,2,1,8,High-Value,Potential Loyalists
78143,160,4,"158,35000000000002",5,1,1,7,Mid-Value,Potential Loyalists
78144,80,1,"7,25",5,1,1,7,Mid-Value,Potential Loyalists
78146,700,2,"120,75",4,1,1,6,Mid-Value,Potential Loyalists
78147,543,9,"353,9",4,2,1,7,Mid-Value,Potential Loyalists
78148,27,6,"126,5",5,1,1,7,Mid-Value,Potential Loyalists
78152,833,3,"631,65",3,1,1,5,Low-Value,At Risk Customers
78153,14,6,"569,3499999999999",5,1,1,7,Mid-Value,Potential Loyalists
78156,1390,1,"27,5",2,1,1,4,Low-Value,Can't Lose
78157,1128,3,"113,14999999999999",2,1,1,4,Low-Value,Can't Lose
78159,174,3,"454,40000000000003",5,1,1,7,Mid-Value,Potential Loyalists
78160,367,3,"223,1",4,1,1,6,Mid-Value,Potential Loyalists
78161,1643,1,"204,6",1,1,1,3,Low-Value,Lost
78162,992,2,"60,45",3,1,1,5,Low-Value,At Risk Customers
78163,483,2,"158,25",4,1,1,6,Mid-Value,Potential Loyalists
78164,101,2,"109,35",5,1,1,7,Mid-Value,Potential Loyalists
78165,1350,5,"328,95",2,1,1,4,Low-Value,Can't Lose
78166,83,5,"201,95",5,1,1,7,Mid-Value,Potential Loyalists
78167,508,1,"221,9",4,1,1,6,Mid-Value,Potential Loyalists
78169,997,1,"43,4",3,1,1,5,Low-Value,At Risk Customers
78170,593,6,"283,0",4,1,1,6,Mid-Value,Potential Loyalists
78171,273,6,"747,1499999999999",5,1,2,8,High-Value,Potential Loyalists
78172,1414,2,"46,3",2,1,1,4,Low-Value,Can't Lose
78173,1665,2,"130,3",1,1,1,3,Low-Value,Lost
78174,26,3,"390,7",5,1,1,7,Mid-Value,Potential Loyalists
78177,77,3,"38,3",5,1,1,7,Mid-Value,Potential Loyalists
78178,53,5,"176,8",5,1,1,7,Mid-Value,Potential Loyalists
78179,446,1,"50,3",4,1,1,6,Mid-Value,Potential Loyalists
78180,1220,2,"180,79999999999998",2,1,1,4,Low-Value,Can't Lose
78183,91,1,"59,25",5,1,1,7,Mid-Value,Potential Loyalists
78184,406,6,"339,45000000000005",4,1,1,6,Mid-Value,Potential Loyalists
78185,175,3,"183,79999999999998",5,1,1,7,Mid-Value,Potential Loyalists
78187,170,5,"297,09999999999997",5,1,1,7,Mid-Value,Potential Loyalists
78188,27,7,"569,9",5,2,1,8,High-Value,Potential Loyalists
78189,266,2,"167,60000000000002",5,1,1,7,Mid-Value,Potential Loyalists
78190,377,3,"157,2",4,1,1,6,Mid-Value,Potential Loyalists
78193,359,2,"197,6",5,1,1,7,Mid-Value,Potential Loyalists
78194,1171,2,"14,1",2,1,1,4,Low-Value,Can't Lose
78195,533,3,"141,4",4,1,1,6,Mid-Value,Potential Loyalists
78198,11,12,"1148,5",5,3,2,10,High-Value,Champions
78200,44,3,"69,7",5,1,1,7,Mid-Value,Potential Loyalists
78202,497,2,"164,3",4,1,1,6,Mid-Value,Potential Loyalists
78204,83,3,"73,55",5,1,1,7,Mid-Value,Potential Loyalists
78206,171,4,"158,4",5,1,1,7,Mid-Value,Potential Loyalists
78208,762,7,"341,1",3,2,1,6,Mid-Value,Potential Loyalists
78211,923,2,"36,0",3,1,1,5,Low-Value,At Risk Customers
78213,599,3,"148,4",4,1,1,6,Mid-Value,Potential Loyalists
78214,834,1,"113,45",3,1,1,5,Low-Value,At Risk Customers
78216,277,3,"190,55",5,1,1,7,Mid-Value,Potential Loyalists
78217,281,3,"215,3",5,1,1,7,Mid-Value,Potential Loyalists
78219,584,1,"125,85",4,1,1,6,Mid-Value,Potential Loyalists
78220,988,1,"67,35",3,1,1,5,Low-Value,At Risk Customers
78222,1490,1,"59,699999999999996",1,1,1,3,Low-Value,Lost
78225,802,4,"118,80000000000001",3,1,1,5,Low-Value,At Risk Customers
78233,808,2,"38,4",3,1,1,5,Low-Value,At Risk Customers
78234,183,2,"190,35",5,1,1,7,Mid-Value,Potential Loyalists
78236,58,4,"136,0",5,1,1,7,Mid-Value,Potential Loyalists
78237,844,3,"167,8",3,1,1,5,Low-Value,At Risk Customers
78238,597,1,"248,1",4,1,1,6,Mid-Value,Potential Loyalists
78241,671,1,"14,4",4,1,1,6,Mid-Value,Potential Loyalists
78244,193,1,"39,5",5,1,1,7,Mid-Value,Potential Loyalists
78247,587,1,"17,4",4,1,1,6,Mid-Value,Potential Loyalists
78248,474,3,"203,75",4,1,1,6,Mid-Value,Potential Loyalists
78250,791,3,"397,84999999999997",3,1,1,5,Low-Value,At Risk Customers
78251,785,3,"154,8",3,1,1,5,Low-Value,At Risk Customers
78252,607,1,"99,44999999999999",4,1,1,6,Mid-Value,Potential Loyalists
78253,543,3,"126,4",4,1,1,6,Mid-Value,Potential Loyalists
78254,433,4,"384,7",4,1,1,6,Mid-Value,Potential Loyalists
78256,1309,1,"57,4",2,1,1,4,Low-Value,Can't Lose
78259,378,2,"38,95",4,1,1,6,Mid-Value,Potential Loyalists
78260,257,1,"51,85",5,1,1,7,Mid-Value,Potential Loyalists
78261,7,3,"198,15",5,1,1,7,Mid-Value,Potential Loyalists
78262,22,2,"394,2",5,1,1,7,Mid-Value,Potential Loyalists
78263,509,7,"727,1999999999999",4,2,2,8,High-Value,Potential Loyalists
78264,66,6,"494,19999999999993",5,1,1,7,Mid-Value,Potential Loyalists
78265,455,2,"226,85000000000002",4,1,1,6,Mid-Value,Potential Loyalists
78267,213,5,"499,55",5,1,1,7,Mid-Value,Potential Loyalists
78268,509,4,"222,2",4,1,1,6,Mid-Value,Potential Loyalists
78269,29,4,"487,0",5,1,1,7,Mid-Value,Potential Loyalists
78271,822,5,"294,75",3,1,1,5,Low-Value,At Risk Customers
78273,98,3,"115,05",5,1,1,7,Mid-Value,Potential Loyalists
78274,194,3,"56,8",5,1,1,7,Mid-Value,Potential Loyalists
78275,77,1,"60,599999999999994",5,1,1,7,Mid-Value,Potential Loyalists
78276,26,14,"748,1999999999999",5,3,2,10,High-Value,Champions
78279,441,3,"31,55",4,1,1,6,Mid-Value,Potential Loyalists
78280,116,4,"244,2",5,1,1,7,Mid-Value,Potential Loyalists
78282,1187,3,"43,349999999999994",2,1,1,4,Low-Value,Can't Lose
78285,627,4,"70,35",4,1,1,6,Mid-Value,Potential Loyalists
78288,289,2,"115,4",5,1,1,7,Mid-Value,Potential Loyalists
78289,368,3,"63,3",4,1,1,6,Mid-Value,Potential Loyalists
78290,136,1,"30,2",5,1,1,7,Mid-Value,Potential Loyalists
78291,15,4,"243,45",5,1,1,7,Mid-Value,Potential Loyalists
78295,366,4,"304,1",4,1,1,6,Mid-Value,Potential Loyalists
78297,947,3,"132,5",3,1,1,5,Low-Value,At Risk Customers
78298,157,3,"257,15",5,1,1,7,Mid-Value,Potential Loyalists
78299,710,1,"479,2",4,1,1,6,Mid-Value,Potential Loyalists
78301,7,10,"421,25",5,2,1,8,High-Value,Potential Loyalists
78302,322,3,"50,449999999999996",5,1,1,7,Mid-Value,Potential Loyalists
78304,546,1,"99,44999999999999",4,1,1,6,Mid-Value,Potential Loyalists
78305,1099,3,"234,85",2,1,1,4,Low-Value,Can't Lose
78306,66,3,"173,65",5,1,1,7,Mid-Value,Potential Loyalists
78308,559,1,"24,1",4,1,1,6,Mid-Value,Potential Loyalists
78309,609,1,"31,8",4,1,1,6,Mid-Value,Potential Loyalists
78312,115,8,"373,3",5,2,1,8,High-Value,Potential Loyalists
78313,287,1,"28,9",5,1,1,7,Mid-Value,Potential Loyalists
78314,45,9,"380,5",5,2,1,8,High-Value,Potential Loyalists
78315,1503,4,"234,9",1,1,1,3,Low-Value,Lost
78318,396,5,"479,75",4,1,1,6,Mid-Value,Potential Loyalists
78320,119,3,"248,95000000000002",5,1,1,7,Mid-Value,Potential Loyalists
78321,130,7,"406,65000000000003",5,2,1,8,High-Value,Potential Loyalists
